1,1/11/2023,11BINS,FR0070      ,1500000000,100.673402,1510101030,1049
1,2/11/2023,11BINS,FR0070      ,1500000000,100.685503,1510282545,1049
1,3/11/2023,11BINS,FR0070      ,1500000000,100.69613,1510441950,1049
1,4/11/2023,11BINS,FR0070      ,1500000000,100.69613,1510441950,1049
1,5/11/2023,11BINS,FR0070      ,1500000000,100.69613,1510441950,1049
1,6/11/2023,11BINS,FR0070      ,1500000000,100.699558,1510493370,1049
2,1/11/2023,11BINS,FR0075      ,1000000000,102.334,1023340000,711
2,2/11/2023,11BINS,FR0075      ,1000000000,102.761143,1027611430,714
2,3/11/2023,11BINS,FR0075      ,1000000000,104.066101,1040661010,723
2,4/11/2023,11BINS,FR0075      ,1000000000,104.066101,1040661010,723
2,5/11/2023,11BINS,FR0075      ,1000000000,104.066101,1040661010,723
2,6/11/2023,11BINS,FR0075      ,1000000000,104.75,1047500000,727
3,1/11/2023,11BINS,FR0076      ,1000000000,101.5514,1015514000,705
3,2/11/2023,11BINS,FR0076      ,1000000000,101.981875,1019818750,708
3,3/11/2023,11BINS,FR0076      ,1000000000,101.9288,1019288000,708
3,4/11/2023,11BINS,FR0076      ,1000000000,101.9288,1019288000,708
3,5/11/2023,11BINS,FR0076      ,1000000000,101.9288,1019288000,708
3,6/11/2023,11BINS,FR0076      ,1000000000,102.88125,1028812500,714
4,1/11/2023,11BINS,FR0077      ,1000000000,100.810666,1008106660,700
4,2/11/2023,11BINS,FR0077      ,1000000000,100.841811,1008418110,700
4,3/11/2023,11BINS,FR0077      ,1000000000,100.866804,1008668040,700
4,4/11/2023,11BINS,FR0077      ,1000000000,100.866804,1008668040,700
4,5/11/2023,11BINS,FR0077      ,1000000000,100.866804,1008668040,700
4,6/11/2023,11BINS,FR0077      ,1000000000,100.885861,1008858610,701
5,1/11/2023,11BINS,FR0078      ,2000000000,105.280492,2105609840,1462
5,2/11/2023,11BINS,FR0078      ,2000000000,105.604068,2112081360,1467
5,3/11/2023,11BINS,FR0078      ,2000000000,106.232522,2124650440,1475
5,4/11/2023,11BINS,FR0078      ,2000000000,106.232522,2124650440,1475
5,5/11/2023,11BINS,FR0078      ,2000000000,106.232522,2124650440,1475
5,6/11/2023,11BINS,FR0078      ,2000000000,106.697045,2133940900,1482
6,1/11/2023,11BINS,FR0079      ,3800000000,110.117167,4184452346,2906
6,2/11/2023,11BINS,FR0079      ,3800000000,110.401571,4195259698,2913
6,3/11/2023,11BINS,FR0079      ,3800000000,111.186167,4225074346,2934
6,4/11/2023,11BINS,FR0079      ,3800000000,111.186167,4225074346,2934
6,5/11/2023,11BINS,FR0079      ,3800000000,111.186167,4225074346,2934
6,6/11/2023,11BINS,FR0079      ,3800000000,112.033667,4257279346,2956
7,1/11/2023,11MNCA,BCAP3BC1    ,300000000,100.681201,302043603,420
7,2/11/2023,11MNCA,BCAP03BCN1  ,300000000,100.856094,302568282,420
7,3/11/2023,11MNCA,BCAP03BCN1  ,300000000,101.058361,303175083,421
7,4/11/2023,11MNCA,BCAP03BCN1  ,300000000,101.058361,303175083,421
7,5/11/2023,11MNCA,BCAP03BCN1  ,300000000,101.058361,303175083,421
7,6/11/2023,11MNCA,BCAP03BCN1  ,300000000,101.26679,303800370,422
8,1/11/2023,11MNCA,BCAP3BC2    ,10000000000,98.540399,9854039900,13686
8,2/11/2023,11MNCA,BCAP03BCN2  ,10000000000,98.94015,9894015000,13742
8,3/11/2023,11MNCA,BCAP03BCN2  ,10000000000,99.393896,9939389600,13805
8,4/11/2023,11MNCA,BCAP03BCN2  ,10000000000,99.393896,9939389600,13805
8,5/11/2023,11MNCA,BCAP03BCN2  ,10000000000,99.393896,9939389600,13805
8,6/11/2023,11MNCA,BCAP03BCN2  ,10000000000,99.869701,9986970100,13871
9,1/11/2023,11MNCA,FR0075      ,9770000000,102.334,9998031800,13886
9,2/11/2023,11MNCA,FR0075      ,9770000000,102.761143,10039763671,13944
9,3/11/2023,11MNCA,FR0075      ,9770000000,104.066101,10167258068,14121
9,4/11/2023,11MNCA,FR0075      ,9770000000,104.066101,10167258068,14121
9,5/11/2023,11MNCA,FR0075      ,9770000000,104.066101,10167258068,14121
9,6/11/2023,11MNCA,FR0075      ,9770000000,104.75,10234075000,14214
10,1/11/2023,11MNCA,FR0092      ,1000000000,99.758696,997586960,1386
10,2/11/2023,11MNCA,FR0092      ,1000000000,100.046143,1000461430,1390
10,3/11/2023,11MNCA,FR0092      ,1000000000,100.600167,1006001670,1397
10,4/11/2023,11MNCA,FR0092      ,1000000000,100.600167,1006001670,1397
10,5/11/2023,11MNCA,FR0092      ,1000000000,100.600167,1006001670,1397
10,6/11/2023,11MNCA,FR0092      ,1000000000,101.2395,1012395000,1406
11,1/11/2023,11MNCJ,FR0092      ,10000000000,99.758696,9975869600,13855
11,2/11/2023,11MNCJ,FR0092      ,10000000000,100.046143,10004614300,13895
11,3/11/2023,11MNCJ,FR0092      ,10000000000,100.600167,10060016700,13972
11,4/11/2023,11MNCJ,FR0092      ,10000000000,100.600167,10060016700,13972
11,5/11/2023,11MNCJ,FR0092      ,10000000000,100.600167,10060016700,13972
11,6/11/2023,11MNCJ,FR0092      ,10000000000,101.2395,10123950000,14061
12,1/11/2023,12BINA,US45CQ75    ,1000000,84.487583,844876,
12,2/11/2023,12BINA,US455780CQ75,1000000,85.507429,855074,
12,3/11/2023,12BINA,US455780CQ75,1000000,85.986714,859867,
12,4/11/2023,12BINA,US455780CQ75,1000000,85.986714,859867,
12,5/11/2023,12BINA,US455780CQ75,1000000,85.986714,859867,
12,6/11/2023,12BINA,US455780CQ75,1000000,86.635708,866357,
13,1/11/2023,12BINA,US45CY00    ,5000000,77.199625,3859981,
13,2/11/2023,12BINA,US455780CY00,5000000,78.301124,3915056,
13,3/11/2023,12BINA,US455780CY00,5000000,78.731639,3936582,
13,4/11/2023,12BINA,US455780CY00,5000000,78.731639,3936582,
13,5/11/2023,12BINA,US455780CY00,5000000,78.731639,3936582,
13,6/11/2023,12BINA,US455780CY00,5000000,79.27805,3963903,
14,1/11/2023,12BINA,USYAE96     ,             ,119.3126,              ,
14,2/11/2023,12BINA,USY20721AE96,1000000,120.932,1209320,
14,3/11/2023,12BINA,USY20721AE96,1000000,121.804778,1218048,
14,4/11/2023,12BINA,USY20721AE96,1000000,121.804778,1218048,
14,5/11/2023,12BINA,USY20721AE96,1000000,121.804778,1218048,
14,6/11/2023,12BINA,USY20721AE96,1000000,122.6302,1226302,
15,1/11/2023,14GIGC,FR0092      ,3000000000,99.758696,2992760880,2494
15,2/11/2023,14GIGC,FR0092      ,3000000000,100.046143,3001384290,2501
15,3/11/2023,14GIGC,FR0092      ,3000000000,100.600167,3018005010,2515
15,4/11/2023,14GIGC,FR0092      ,3000000000,100.600167,3018005010,2515
15,5/11/2023,14GIGC,FR0092      ,3000000000,100.600167,3018005010,2515
15,6/11/2023,14GIGC,FR0092      ,3000000000,101.2395,3037185000,2531
16,1/11/2023,14JUAR,FR0075      ,1000000000,102.334,1023340000,853
16,2/11/2023,14JUAR,FR0075      ,1000000000,102.761143,1027611430,856
16,3/11/2023,14JUAR,FR0075      ,1000000000,104.066101,1040661010,867
16,4/11/2023,14JUAR,FR0075      ,1000000000,104.066101,1040661010,867
16,5/11/2023,14JUAR,FR0075      ,1000000000,104.066101,1040661010,867
